departure_date,arrival_date,flight_duration_hours,flight_cost,flight_class,departure_city,departure_country,arrival_city,arrival_country
2025-09-01,2025-09-01,9,957.7,First,Los Angeles,USA,Dubai,United Arab Emirates
2025-09-01,2025-09-01,2,988.49,First,Los Angeles,USA,Sydney,Australia
2025-09-01,2025-09-01,8,118.4,Economy,Los Angeles,USA,Rome,Italy
2025-09-01,2025-09-01,6,1027.63,First,Los Angeles,USA,Bangkok,Thailand
2025-09-01,2025-09-01,5,210.63,Economy,Los Angeles,USA,Singapore,Singapore
2025-09-01,2025-09-01,10,200.08,Economy,London,United Kingdom,New York City,USA
2025-09-01,2025-09-02,11,159.36,Economy,London,United Kingdom,Los Angeles,USA
2025-09-01,2025-09-01,5,1004.31,First,London,United Kingdom,Paris,France
2025-09-01,2025-09-01,6,904.68,First,London,United Kingdom,Tokyo,Japan
2025-09-01,2025-09-01,7,147.39,Economy,London,United Kingdom,Dubai,United Arab Emirates
2025-09-01,2025-09-01,5,438.59,Business,London,United Kingdom,Sydney,Australia
2025-09-01,2025-09-01,10,257.89,Economy,London,United Kingdom,Rome,Italy
2025-09-01,2025-09-01,10,527.68,Business,London,United Kingdom,Bangkok,Thailand
2025-09-01,2025-09-01,6,1168.83,First,London,United Kingdom,Singapore,Singapore
2025-09-01,2025-09-01,8,645.47,Business,Paris,France,New York City,USA
2025-09-01,2025-09-01,3,267.07,Economy,Paris,France,Los Angeles,USA
2025-09-01,2025-09-01,7,146.32,Economy,Paris,France,London,United Kingdom
2025-09-01,2025-09-02,11,175.55,Economy,Paris,France,Tokyo,Japan
2025-09-01,2025-09-01,6,192.73,Economy,Paris,France,Dubai,United Arab Emirates
2025-09-01,2025-09-02,11,1049.69,First,Paris,France,Sydney,Australia
2025-09-01,2025-09-01,3,926.57,First,Paris,France,Rome,Italy
2025-09-01,2025-09-01,4,680.97,Business,Paris,France,Bangkok,Thailand
2025-09-01,2025-09-01,5,580.62,Business,Paris,France,Singapore,Singapore
2025-09-01,2025-09-01,3,591.28,Business,Tokyo,Japan,New York City,USA
2025-09-01,2025-09-02,11,600.31,Business,Tokyo,Japan,Los Angeles,USA
2025-09-01,2025-09-01,4,151.98,Economy,Tokyo,Japan,London,United Kingdom
2025-09-01,2025-09-02,12,966.99,First,Tokyo,Japan,Paris,France
2025-09-01,2025-09-01,6,982.03,First,Tokyo,Japan,Dubai,United Arab Emirates
2025-09-01,2025-09-01,3,610.69,Business,Tokyo,Japan,Sydney,Australia
2025-09-01,2025-09-02,12,1104.1,First,Tokyo,Japan,Rome,Italy
2025-09-01,2025-09-01,6,946.66,First,Tokyo,Japan,Bangkok,Thailand
2025-09-01,2025-09-01,4,250.48,Economy,Tokyo,Japan,Singapore,Singapore
2025-09-01,2025-09-02,12,1051.14,First,Dubai,United Arab Emirates,New York City,USA
2025-09-01,2025-09-01,6,1102.96,First,Dubai,United Arab Emirates,Los Angeles,USA
2025-09-01,2025-09-01,6,290.11,Economy,Dubai,United Arab Emirates,London,United Kingdom
2025-09-01,2025-09-01,8,120.56,Economy,Dubai,United Arab Emirates,Paris,France
2025-09-01,2025-09-01,9,665.52,Business,Dubai,United Arab Emirates,Tokyo,Japan
2025-09-01,2025-09-01,4,255.89,Economy,Dubai,United Arab Emirates,Sydney,Australia
2025-09-01,2025-09-01,4,121.79,Economy,Dubai,United Arab Emirates,Rome,Italy
2025-09-01,2025-09-01,2,428.85,Business,Dubai,United Arab Emirates,Bangkok,Thailand
2025-09-01,2025-09-02,12,563.21,Business,Dubai,United Arab Emirates,Singapore,Singapore
2025-09-01,2025-09-01,3,650.93,Business,Sydney,Australia,New York City,USA
2025-09-01,2025-09-02,12,638.78,Business,Sydney,Australia,Los Angeles,USA
2025-09-01,2025-09-01,5,170.4,Economy,Sydney,Australia,London,United Kingdom
2025-09-01,2025-09-01,4,641.61,Business,Sydney,Australia,Paris,France
2025-09-01,2025-09-01,10,687.62,Business,Sydney,Australia,Tokyo,Japan
2025-09-01,2025-09-01,6,524.85,Business,Sydney,Australia,Dubai,United Arab Emirates
2025-09-01,2025-09-01,6,530.61,Business,Sydney,Australia,Rome,Italy
2025-09-01,2025-09-01,9,1024.65,First,Sydney,Australia,Bangkok,Thailand
2025-09-01,2025-09-02,12,810.63,First,Sydney,Australia,Singapore,Singapore
2025-09-01,2025-09-02,12,669.79,Business,Rome,Italy,New York City,USA
2025-09-01,2025-09-01,3,608.84,Business,Rome,Italy,Los Angeles,USA
2025-09-01,2025-09-01,5,478.73,Business,Rome,Italy,London,United Kingdom
2025-09-01,2025-09-01,2,975.08,First,Rome,Italy,Paris,France
2025-09-01,2025-09-02,12,1002.02,First,Rome,Italy,Tokyo,Japan
2025-09-01,2025-09-01,3,211.67,Economy,Rome,Italy,Dubai,United Arab Emirates
2025-09-01,2025-09-02,12,261.46,Economy,Rome,Italy,Sydney,Australia
2025-09-01,2025-09-01,4,273.02,Economy,Rome,Italy,Bangkok,Thailand
2025-09-01,2025-09-01,7,815.31,First,Rome,Italy,Singapore,Singapore
2025-09-01,2025-09-01,2,1011.86,First,Bangkok,Thailand,New York City,USA
2025-09-01,2025-09-02,11,149.6,Economy,Bangkok,Thailand,Los Angeles,USA
2025-09-01,2025-09-01,4,936.42,First,Bangkok,Thailand,London,United Kingdom
2025-09-01,2025-09-01,9,203.58,Economy,Bangkok,Thailand,Paris,France
2025-09-01,2025-09-01,3,639.37,Business,Bangkok,Thailand,Tokyo,Japan
2025-09-01,2025-09-02,11,209.27,Economy,Bangkok,Thailand,Dubai,United Arab Emirates
2025-09-01,2025-09-01,7,286.24,Economy,Bangkok,Thailand,Sydney,Australia
2025-09-01,2025-09-01,10,563.84,Business,Bangkok,Thailand,Rome,Italy
2025-09-01,2025-09-01,5,1076.85,First,Bangkok,Thailand,Singapore,Singapore
2025-09-01,2025-09-01,2,1099.0,First,Singapore,Singapore,New York City,USA
2025-09-01,2025-09-02,12,854.74,First,Singapore,Singapore,Los Angeles,USA
2025-09-01,2025-09-01,7,611.26,Business,Singapore,Singapore,London,United Kingdom
2025-09-01,2025-09-01,9,506.77,Business,Singapore,Singapore,Paris,France
2025-09-01,2025-09-01,3,107.16,Economy,Singapore,Singapore,Tokyo,Japan
2025-09-01,2025-09-01,9,1034.77,First,Singapore,Singapore,Dubai,United Arab Emirates
2025-09-01,2025-09-01,3,1117.28,First,Singapore,Singapore,Sydney,Australia
2025-09-01,2025-09-01,9,631.1,Business,Singapore,Singapore,Rome,Italy
2025-09-01,2025-09-01,5,267.65,Economy,Singapore,Singapore,Bangkok,Thailand
2025-09-02,2025-09-02,9,840.05,First,New York City,USA,Los Angeles,USA
2025-09-02,2025-09-02,2,845.98,First,New York City,USA,London,United Kingdom
2025-09-02,2025-09-02,7,192.09,Economy,New York City,USA,Paris,France
2025-09-02,2025-09-02,7,294.46,Economy,New York City,USA,Tokyo,Japan
2025-09-02,2025-09-02,9,558.39,Business,New York City,USA,Dubai,United Arab Emirates
2025-09-02,2025-09-02,7,1187.64,First,New York City,USA,Sydney,Australia
2025-09-02,2025-09-02,6,228.15,Economy,New York City,USA,Rome,Italy
2025-09-02,2025-09-02,3,1000.32,First,New York City,USA,Bangkok,Thailand
2025-09-02,2025-09-03,12,147.31,Economy,New York City,USA,Singapore,Singapore
2025-09-02,2025-09-02,8,693.05,Business,Los Angeles,USA,New York City,USA
2025-09-02,2025-09-02,10,290.67,Economy,Los Angeles,USA,London,United Kingdom
2025-09-02,2025-09-02,3,217.79,Economy,Los Angeles,USA,Paris,France
2025-09-02,2025-09-02,7,140.94,Economy,Los Angeles,USA,Tokyo,Japan
2025-09-02,2025-09-02,10,289.62,Economy,Los Angeles,USA,Dubai,United Arab Emirates
2025-09-02,2025-09-02,10,117.93,Economy,Los Angeles,USA,Sydney,Australia
2025-09-02,2025-09-03,11,284.19,Economy,Los Angeles,USA,Rome,Italy
2025-09-02,2025-09-03,11,176.14,Economy,Los Angeles,USA,Bangkok,Thailand
2025-09-02,2025-09-02,5,478.76,Business,Los Angeles,USA,Singapore,Singapore
2025-09-02,2025-09-02,5,962.23,First,London,United Kingdom,New York City,USA
2025-09-02,2025-09-02,4,649.0,Business,London,United Kingdom,Los Angeles,USA
2025-09-02,2025-09-02,4,164.44,Economy,London,United Kingdom,Paris,France
2025-09-02,2025-09-02,6,201.57,Economy,London,United Kingdom,Tokyo,Japan
2025-09-02,2025-09-02,4,643.27,Business,London,United Kingdom,Dubai,United Arab Emirates
2025-09-02,2025-09-03,12,1049.19,First,London,United Kingdom,Sydney,Australia
2025-09-02,2025-09-02,4,920.87,First,London,United Kingdom,Rome,Italy
2025-09-02,2025-09-02,5,1127.25,First,London,United Kingdom,Bangkok,Thailand
2025-09-02,2025-09-02,2,421.48,Business,London,United Kingdom,Singapore,Singapore
2025-09-02,2025-09-02,8,631.19,Business,Paris,France,New York City,USA
2025-09-02,2025-09-03,11,580.73,Business,Paris,France,Los Angeles,USA
2025-09-02,2025-09-02,5,832.22,First,Paris,France,London,United Kingdom
2025-09-02,2025-09-02,8,283.92,Economy,Paris,France,Tokyo,Japan
2025-09-02,2025-09-02,6,270.64,Economy,Paris,France,Dubai,United Arab Emirates
2025-09-02,2025-09-02,7,238.94,Economy,Paris,France,Sydney,Australia
2025-09-02,2025-09-02,8,1062.04,First,Paris,France,Rome,Italy
2025-09-02,2025-09-02,6,134.57,Economy,Paris,France,Bangkok,Thailand
2025-09-02,2025-09-02,2,295.73,Economy,Paris,France,Singapore,Singapore
2025-09-02,2025-09-03,11,669.4,Business,Tokyo,Japan,New York City,USA
2025-09-02,2025-09-02,9,535.06,Business,Tokyo,Japan,Los Angeles,USA
2025-09-02,2025-09-03,11,150.91,Economy,Tokyo,Japan,London,United Kingdom
2025-09-02,2025-09-02,3,524.76,Business,Tokyo,Japan,Paris,France
2025-09-02,2025-09-02,8,107.78,Economy,Tokyo,Japan,Dubai,United Arab Emirates
2025-09-02,2025-09-02,8,545.34,Business,Tokyo,Japan,Sydney,Australia
2025-09-02,2025-09-02,10,149.88,Economy,Tokyo,Japan,Rome,Italy
2025-09-02,2025-09-02,5,824.69,First,Tokyo,Japan,Bangkok,Thailand
2025-09-02,2025-09-02,7,173.2,Economy,Tokyo,Japan,Singapore,Singapore
2025-09-02,2025-09-02,9,450.96,Business,Dubai,United Arab Emirates,New York City,USA
2025-09-02,2025-09-02,4,522.52,Business,Dubai,United Arab Emirates,Los Angeles,USA
2025-09-02,2025-09-03,11,895.11,First,Dubai,United Arab Emirates,London,United Kingdom
2025-09-02,2025-09-02,7,616.0,Business,Dubai,United Arab Emirates,Paris,France
2025-09-02,2025-09-02,10,127.92,Economy,Dubai,United Arab Emirates,Tokyo,Japan
2025-09-02,2025-09-02,8,205.39,Economy,Dubai,United Arab Emirates,Sydney,Australia
2025-09-02,2025-09-02,6,1196.04,First,Dubai,United Arab Emirates,Rome,Italy
2025-09-02,2025-09-02,3,918.43,First,Dubai,United Arab Emirates,Bangkok,Thailand
2025-09-02,2025-09-02,4,1188.94,First,Dubai,United Arab Emirates,Singapore,Singapore
2025-09-02,2025-09-02,10,584.79,Business,Sydney,Australia,New York City,USA
2025-09-02,2025-09-03,11,997.42,First,Sydney,Australia,Los Angeles,USA
2025-09-02,2025-09-02,8,590.52,Business,Sydney,Australia,London,United Kingdom
2025-09-02,2025-09-02,2,1138.42,First,Sydney,Australia,Paris,France
2025-09-02,2025-09-03,11,980.05,First,Sydney,Australia,Tokyo,Japan
2025-09-02,2025-09-02,6,915.33,First,Sydney,Australia,Dubai,United Arab Emirates
2025-09-02,2025-09-02,3,686.21,Business,Sydney,Australia,Rome,Italy
2025-09-02,2025-09-02,4,613.28,Business,Sydney,Australia,Bangkok,Thailand
2025-09-02,2025-09-02,10,179.37,Economy,Sydney,Australia,Singapore,Singapore
2025-09-02,2025-09-02,3,802.23,First,Rome,Italy,New York City,USA
2025-09-02,2025-09-02,3,597.45,Business,Rome,Italy,Los Angeles,USA
2025-09-02,2025-09-03,12,1118.42,First,Rome,Italy,London,United Kingdom
2025-09-02,2025-09-02,4,416.95,Business,Rome,Italy,Paris,France
2025-09-02,2025-09-02,5,681.39,Business,Rome,Italy,Tokyo,Japan
2025-09-02,2025-09-03,11,1105.62,First,Rome,Italy,Dubai,United Arab Emirates
2025-09-02,2025-09-02,7,420.78,Business,Rome,Italy,Sydney,Australia
2025-09-02,2025-09-02,4,625.31,Business,Rome,Italy,Bangkok,Thailand
2025-09-02,2025-09-03,12,688.52,Business,Rome,Italy,Singapore,Singapore
2025-09-02,2025-09-02,10,134.59,Economy,Bangkok,Thailand,New York City,USA
2025-09-02,2025-09-02,3,606.51,Business,Bangkok,Thailand,Los Angeles,USA
2025-09-02,2025-09-02,10,525.3,Business,Bangkok,Thailand,London,United Kingdom
2025-09-02,2025-09-02,7,431.86,Business,Bangkok,Thailand,Paris,France
2025-09-02,2025-09-02,7,163.99,Economy,Bangkok,Thailand,Tokyo,Japan
2025-09-02,2025-09-02,4,105.85,Economy,Bangkok,Thailand,Dubai,United Arab Emirates
2025-09-02,2025-09-02,5,274.83,Economy,Bangkok,Thailand,Sydney,Australia
2025-09-02,2025-09-02,4,1008.05,First,Bangkok,Thailand,Rome,Italy
2025-09-02,2025-09-02,6,577.79,Business,Bangkok,Thailand,Singapore,Singapore
2025-09-02,2025-09-03,11,1068.56,First,Singapore,Singapore,New York City,USA
2025-09-02,2025-09-02,6,1130.66,First,Singapore,Singapore,Los Angeles,USA
2025-09-02,2025-09-02,3,1152.11,First,Singapore,Singapore,London,United Kingdom
2025-09-02,2025-09-02,7,177.87,Economy,Singapore,Singapore,Paris,France
2025-09-02,2025-09-03,12,576.65,Business,Singapore,Singapore,Tokyo,Japan
2025-09-02,2025-09-02,4,516.41,Business,Singapore,Singapore,Dubai,United Arab Emirates
2025-09-02,2025-09-02,2,951.61,First,Singapore,Singapore,Sydney,Australia
2025-09-02,2025-09-02,10,100.69,Economy,Singapore,Singapore,Rome,Italy
2025-09-02,2025-09-02,2,244.49,Economy,Singapore,Singapore,Bangkok,Thailand
2025-09-03,2025-09-03,4,959.47,First,New York City,USA,Los Angeles,USA
2025-09-03,2025-09-03,5,552.89,Business,New York City,USA,London,United Kingdom
2025-09-03,2025-09-03,8,161.62,Economy,New York City,USA,Paris,France
2025-09-03,2025-09-03,3,115.49,Economy,New York City,USA,Tokyo,Japan
2025-09-03,2025-09-04,11,1034.23,First,New York City,USA,Dubai,United Arab Emirates
2025-09-03,2025-09-03,9,258.58,Economy,New York City,USA,Sydney,Australia
2025-09-03,2025-09-03,7,182.96,Economy,New York City,USA,Rome,Italy
2025-09-03,2025-09-03,8,460.06,Business,New York City,USA,Bangkok,Thailand
2025-09-03,2025-09-03,5,271.95,Economy,New York City,USA,Singapore,Singapore
2025-09-03,2025-09-03,8,599.27,Business,Los Angeles,USA,New York City,USA
2025-09-03,2025-09-03,10,222.33,Economy,Los Angeles,USA,London,United Kingdom
2025-09-03,2025-09-03,6,624.05,Business,Los Angeles,USA,Paris,France
2025-09-03,2025-09-03,10,141.77,Economy,Los Angeles,USA,Tokyo,Japan
2025-09-03,2025-09-03,4,190.74,Economy,Los Angeles,USA,Dubai,United Arab Emirates
2025-09-03,2025-09-03,2,616.39,Business,Los Angeles,USA,Sydney,Australia
2025-09-03,2025-09-03,10,630.5,Business,Los Angeles,USA,Rome,Italy
2025-09-03,2025-09-03,6,173.09,Economy,Los Angeles,USA,Bangkok,Thailand
2025-09-03,2025-09-04,12,697.84,Business,Los Angeles,USA,Singapore,Singapore
2025-09-03,2025-09-04,11,955.73,First,London,United Kingdom,New York City,USA
2025-09-03,2025-09-03,3,1133.84,First,London,United Kingdom,Los Angeles,USA
2025-09-03,2025-09-03,5,550.7,Business,London,United Kingdom,Paris,France
2025-09-03,2025-09-03,5,460.02,Business,London,United Kingdom,Tokyo,Japan
2025-09-03,2025-09-04,11,1058.69,First,London,United Kingdom,Dubai,United Arab Emirates
2025-09-03,2025-09-03,8,862.1,First,London,United Kingdom,Sydney,Australia
2025-09-03,2025-09-04,11,1167.33,First,London,United Kingdom,Rome,Italy
2025-09-03,2025-09-03,2,116.84,Economy,London,United Kingdom,Bangkok,Thailand
2025-09-03,2025-09-03,4,275.1,Economy,London,United Kingdom,Singapore,Singapore
2025-09-03,2025-09-04,11,595.28,Business,Paris,France,New York City,USA
2025-09-03,2025-09-03,3,223.45,Economy,Paris,France,Los Angeles,USA
2025-09-03,2025-09-03,3,139.67,Economy,Paris,France,London,United Kingdom
2025-09-03,2025-09-03,3,974.44,First,Paris,France,Tokyo,Japan
2025-09-03,2025-09-03,4,940.39,First,Paris,France,Dubai,United Arab Emirates
2025-09-03,2025-09-03,7,117.23,Economy,Paris,France,Sydney,Australia
2025-09-03,2025-09-03,6,224.88,Economy,Paris,France,Rome,Italy
2025-09-03,2025-09-03,7,590.54,Business,Paris,France,Bangkok,Thailand
2025-09-03,2025-09-04,11,169.63,Economy,Paris,France,Singapore,Singapore
2025-09-03,2025-09-03,6,696.25,Business,Tokyo,Japan,New York City,USA
2025-09-03,2025-09-03,10,500.73,Business,Tokyo,Japan,Los Angeles,USA
2025-09-03,2025-09-03,2,196.02,Economy,Tokyo,Japan,London,United Kingdom
2025-09-03,2025-09-03,8,232.91,Economy,Tokyo,Japan,Paris,France
2025-09-03,2025-09-04,11,239.95,Economy,Tokyo,Japan,Dubai,United Arab Emirates
2025-09-03,2025-09-04,12,586.55,Business,Tokyo,Japan,Sydney,Australia
2025-09-03,2025-09-03,9,814.84,First,Tokyo,Japan,Rome,Italy
2025-09-03,2025-09-03,10,1117.48,First,Tokyo,Japan,Bangkok,Thailand
2025-09-03,2025-09-04,12,578.25,Business,Tokyo,Japan,Singapore,Singapore
2025-09-03,2025-09-04,12,457.26,Business,Dubai,United Arab Emirates,New York City,USA
2025-09-03,2025-09-03,2,870.54,First,Dubai,United Arab Emirates,Los Angeles,USA
2025-09-03,2025-09-03,4,825.74,First,Dubai,United Arab Emirates,London,United Kingdom
2025-09-03,2025-09-03,8,1121.58,First,Dubai,United Arab Emirates,Paris,France
2025-09-03,2025-09-03,5,290.23,Economy,Dubai,United Arab Emirates,Tokyo,Japan
2025-09-03,2025-09-04,12,491.59,Business,Dubai,United Arab Emirates,Sydney,Australia
2025-09-03,2025-09-03,4,873.69,First,Dubai,United Arab Emirates,Rome,Italy
2025-09-03,2025-09-03,9,854.07,First,Dubai,United Arab Emirates,Bangkok,Thailand
2025-09-03,2025-09-04,11,942.46,First,Dubai,United Arab Emirates,Singapore,Singapore
2025-09-03,2025-09-03,5,242.32,Economy,Sydney,Australia,New York City,USA
2025-09-03,2025-09-03,6,475.28,Business,Sydney,Australia,Los Angeles,USA
2025-09-03,2025-09-04,12,133.78,Economy,Sydney,Australia,London,United Kingdom
2025-09-03,2025-09-03,10,543.92,Business,Sydney,Australia,Paris,France
2025-09-03,2025-09-03,9,533.07,Business,Sydney,Australia,Tokyo,Japan
2025-09-03,2025-09-03,4,690.52,Business,Sydney,Australia,Dubai,United Arab Emirates
2025-09-03,2025-09-04,12,1083.61,First,Sydney,Australia,Rome,Italy
2025-09-03,2025-09-03,6,180.29,Economy,Sydney,Australia,Bangkok,Thailand
2025-09-03,2025-09-04,11,1032.52,First,Sydney,Australia,Singapore,Singapore
2025-09-03,2025-09-03,8,453.72,Business,Rome,Italy,New York City,USA
2025-09-03,2025-09-03,4,158.52,Economy,Rome,Italy,Los Angeles,USA
2025-09-03,2025-09-04,12,613.5,Business,Rome,Italy,London,United Kingdom
2025-09-03,2025-09-04,11,491.31,Business,Rome,Italy,Paris,France
2025-09-03,2025-09-03,5,555.2,Business,Rome,Italy,Tokyo,Japan
2025-09-03,2025-09-04,12,883.74,First,Rome,Italy,Dubai,United Arab Emirates
2025-09-03,2025-09-03,8,240.75,Economy,Rome,Italy,Sydney,Australia
2025-09-03,2025-09-03,6,953.37,First,Rome,Italy,Bangkok,Thailand
2025-09-03,2025-09-04,12,845.12,First,Rome,Italy,Singapore,Singapore
2025-09-03,2025-09-03,10,510.44,Business,Bangkok,Thailand,New York City,USA
2025-09-03,2025-09-03,4,657.44,Business,Bangkok,Thailand,Los Angeles,USA
2025-09-03,2025-09-03,9,201.46,Economy,Bangkok,Thailand,London,United Kingdom
2025-09-03,2025-09-03,2,813.13,First,Bangkok,Thailand,Paris,France
2025-09-03,2025-09-03,5,217.75,Economy,Bangkok,Thailand,Tokyo,Japan
2025-09-03,2025-09-03,7,618.87,Business,Bangkok,Thailand,Dubai,United Arab Emirates
2025-09-03,2025-09-03,6,887.02,First,Bangkok,Thailand,Sydney,Australia
2025-09-03,2025-09-03,4,1191.62,First,Bangkok,Thailand,Rome,Italy
2025-09-03,2025-09-04,11,114.12,Economy,Bangkok,Thailand,Singapore,Singapore
2025-09-03,2025-09-03,7,292.57,Economy,Singapore,Singapore,New York City,USA
2025-09-03,2025-09-03,3,646.71,Business,Singapore,Singapore,Los Angeles,USA
2025-09-03,2025-09-03,8,480.9,Business,Singapore,Singapore,London,United Kingdom
2025-09-03,2025-09-03,4,125.64,Economy,Singapore,Singapore,Paris,France
2025-09-03,2025-09-03,4,244.08,Economy,Singapore,Singapore,Tokyo,Japan
2025-09-03,2025-09-03,7,471.06,Business,Singapore,Singapore,Dubai,United Arab Emirates
2025-09-03,2025-09-03,6,980.69,First,Singapore,Singapore,Sydney,Australia
2025-09-03,2025-09-03,4,923.46,First,Singapore,Singapore,Rome,Italy
2025-09-03,2025-09-03,8,143.53,Economy,Singapore,Singapore,Bangkok,Thailand
2025-09-04,2025-09-04,5,925.56,First,New York City,USA,Los Angeles,USA
2025-09-04,2025-09-04,7,579.06,Business,New York City,USA,London,United Kingdom
2025-09-04,2025-09-04,3,640.14,Business,New York City,USA,Paris,France
2025-09-04,2025-09-04,4,104.44,Economy,New York City,USA,Tokyo,Japan
2025-09-04,2025-09-05,11,1129.83,First,New York City,USA,Dubai,United Arab Emirates
2025-09-04,2025-09-04,3,449.54,Business,New York City,USA,Sydney,Australia
2025-09-04,2025-09-04,10,174.99,Economy,New York City,USA,Rome,Italy
2025-09-04,2025-09-04,9,1125.88,First,New York City,USA,Bangkok,Thailand
2025-09-04,2025-09-04,8,221.35,Economy,New York City,USA,Singapore,Singapore
2025-09-04,2025-09-04,9,679.11,Business,Los Angeles,USA,New York City,USA
2025-09-04,2025-09-04,8,219.85,Economy,Los Angeles,USA,London,United Kingdom
2025-09-04,2025-09-05,12,218.34,Economy,Los Angeles,USA,Paris,France
2025-09-04,2025-09-05,11,220.87,Economy,Los Angeles,USA,Tokyo,Japan
2025-09-04,2025-09-04,5,559.3,Business,Los Angeles,USA,Dubai,United Arab Emirates
2025-09-04,2025-09-04,5,477.18,Business,Los Angeles,USA,Sydney,Australia
2025-09-04,2025-09-04,8,490.63,Business,Los Angeles,USA,Rome,Italy
2025-09-04,2025-09-05,12,111.22,Economy,Los Angeles,USA,Bangkok,Thailand
2025-09-04,2025-09-04,4,237.52,Economy,Los Angeles,USA,Singapore,Singapore
2025-09-04,2025-09-04,2,804.03,First,London,United Kingdom,New York City,USA
2025-09-04,2025-09-04,10,841.95,First,London,United Kingdom,Los Angeles,USA
2025-09-04,2025-09-04,7,214.95,Economy,London,United Kingdom,Paris,France
2025-09-04,2025-09-04,9,1111.14,First,London,United Kingdom,Tokyo,Japan
2025-09-04,2025-09-04,5,881.79,First,London,United Kingdom,Dubai,United Arab Emirates
2025-09-04,2025-09-04,4,135.69,Economy,London,United Kingdom,Sydney,Australia
2025-09-04,2025-09-04,2,1194.91,First,London,United Kingdom,Rome,Italy
2025-09-04,2025-09-04,6,1052.97,First,London,United Kingdom,Bangkok,Thailand
2025-09-04,2025-09-04,7,854.4,First,London,United Kingdom,Singapore,Singapore
2025-09-04,2025-09-04,10,1158.7,First,Paris,France,New York City,USA
2025-09-04,2025-09-04,2,555.19,Business,Paris,France,Los Angeles,USA
2025-09-04,2025-09-04,10,505.48,Business,Paris,France,London,United Kingdom
2025-09-04,2025-09-04,2,610.61,Business,Paris,France,Tokyo,Japan
2025-09-04,2025-09-04,2,1026.87,First,Paris,France,Dubai,United Arab Emirates
2025-09-04,2025-09-04,10,1089.67,First,Paris,France,Sydney,Australia
2025-09-04,2025-09-04,10,506.49,Business,Paris,France,Rome,Italy
2025-09-04,2025-09-04,10,160.46,Economy,Paris,France,Bangkok,Thailand
2025-09-04,2025-09-05,11,963.41,First,Paris,France,Singapore,Singapore
2025-09-04,2025-09-05,11,592.27,Business,Tokyo,Japan,New York City,USA
2025-09-04,2025-09-04,6,254.73,Economy,Tokyo,Japan,Los Angeles,USA
2025-09-04,2025-09-04,10,451.13,Business,Tokyo,Japan,London,United Kingdom
2025-09-04,2025-09-04,10,1064.95,First,Tokyo,Japan,Paris,France
2025-09-04,2025-09-04,8,809.56,First,Tokyo,Japan,Dubai,United Arab Emirates
2025-09-04,2025-09-04,7,990.15,First,Tokyo,Japan,Sydney,Australia
2025-09-04,2025-09-05,12,809.54,First,Tokyo,Japan,Rome,Italy
2025-09-04,2025-09-04,10,140.04,Economy,Tokyo,Japan,Bangkok,Thailand
2025-09-04,2025-09-04,3,115.15,Economy,Tokyo,Japan,Singapore,Singapore
2025-09-04,2025-09-04,9,408.51,Business,Dubai,United Arab Emirates,New York City,USA
2025-09-04,2025-09-04,8,413.9,Business,Dubai,United Arab Emirates,Los Angeles,USA
2025-09-04,2025-09-04,2,128.64,Economy,Dubai,United Arab Emirates,London,United Kingdom
2025-09-04,2025-09-04,9,643.75,Business,Dubai,United Arab Emirates,Paris,France
2025-09-04,2025-09-04,7,152.32,Economy,Dubai,United Arab Emirates,Tokyo,Japan
2025-09-04,2025-09-04,6,629.88,Business,Dubai,United Arab Emirates,Sydney,Australia
2025-09-04,2025-09-04,3,842.55,First,Dubai,United Arab Emirates,Rome,Italy
2025-09-04,2025-09-04,10,671.48,Business,Dubai,United Arab Emirates,Bangkok,Thailand
2025-09-04,2025-09-04,5,640.99,Business,Dubai,United Arab Emirates,Singapore,Singapore
2025-09-04,2025-09-04,4,252.42,Economy,Sydney,Australia,New York City,USA
2025-09-04,2025-09-05,11,406.12,Business,Sydney,Australia,Los Angeles,USA
2025-09-04,2025-09-04,3,1154.02,First,Sydney,Australia,London,United Kingdom
2025-09-04,2025-09-04,10,681.1,Business,Sydney,Australia,Paris,France
2025-09-04,2025-09-05,11,459.6,Business,Sydney,Australia,Tokyo,Japan
2025-09-04,2025-09-04,7,651.3,Business,Sydney,Australia,Dubai,United Arab Emirates
2025-09-04,2025-09-04,6,813.56,First,Sydney,Australia,Rome,Italy
2025-09-04,2025-09-04,8,965.56,First,Sydney,Australia,Bangkok,Thailand
2025-09-04,2025-09-05,12,552.03,Business,Sydney,Australia,Singapore,Singapore
2025-09-04,2025-09-04,4,1189.87,First,Rome,Italy,New York City,USA
2025-09-04,2025-09-04,8,1094.81,First,Rome,Italy,Los Angeles,USA
2025-09-04,2025-09-04,10,802.08,First,Rome,Italy,London,United Kingdom
2025-09-04,2025-09-04,5,686.97,Business,Rome,Italy,Paris,France
2025-09-04,2025-09-05,11,1183.47,First,Rome,Italy,Tokyo,Japan
2025-09-04,2025-09-04,3,182.58,Economy,Rome,Italy,Dubai,United Arab Emirates
2025-09-04,2025-09-04,5,598.45,Business,Rome,Italy,Sydney,Australia
2025-09-04,2025-09-04,7,1055.9,First,Rome,Italy,Bangkok,Thailand
2025-09-04,2025-09-04,4,545.14,Business,Rome,Italy,Singapore,Singapore
2025-09-04,2025-09-04,5,1134.05,First,Bangkok,Thailand,New York City,USA
2025-09-04,2025-09-05,12,177.0,Economy,Bangkok,Thailand,Los Angeles,USA
2025-09-04,2025-09-04,7,270.46,Economy,Bangkok,Thailand,London,United Kingdom
